Dataset,input_complex,input_f1,input_f1v,input_f2,input_f3,input_f4,input_l1,input_l2,input_l3,input_n1,input_n2,input_n3,input_n4,input_t1,input_lsc,input_density,input_clsCoef,input_hubs,input_t2,input_t3,input_t4,input_c1,input_c2
D747,0.308,0.144,0.065,0.183,0.934,0.863,0.233,0.052,0.066,0.05,0.358,0.101,0.064,0.382,0.985,0.858,0.354,0.765,0.007,0.002,0.3,0.0,0.001
D748,0.349,0.258,0.137,0.218,0.963,0.901,0.348,0.107,0.094,0.092,0.396,0.181,0.109,0.599,0.993,0.858,0.336,0.771,0.007,0.002,0.3,0.001,0.003
D749,0.16,0.046,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.013,0.673,0.934,0.409,0.886,0.007,0.003,0.4,0.0,0.0
D75,0.377,0.305,0.165,0.092,0.964,0.734,0.136,0.096,0.057,0.069,0.393,0.146,0.104,0.579,0.966,0.983,0.737,0.909,0.03,0.024,0.8,0.001,0.001
D750,0.249,0.054,0.025,0.136,0.831,0.627,0.017,0.007,0.002,0.004,0.176,0.007,0.001,0.058,0.873,0.94,0.423,0.881,0.007,0.003,0.4,0.001,0.002
D751,0.322,0.151,0.078,0.153,0.943,0.87,0.199,0.051,0.051,0.046,0.356,0.087,0.039,0.378,0.987,0.948,0.438,0.896,0.007,0.003,0.4,0.0,0.0
D752,0.376,0.286,0.162,0.218,0.978,0.933,0.343,0.114,0.111,0.109,0.401,0.216,0.107,0.625,0.994,0.947,0.418,0.9,0.007,0.003,0.4,0.0,0.0
D753,0.186,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.005,0.5,0.986,0.716,0.942,0.015,0.01,0.7,0.0,0.0
D754,0.236,0.021,0.009,0.007,0.44,0.002,0.01,0.004,0.002,0.004,0.279,0.007,0.004,0.246,0.704,0.992,0.793,0.946,0.015,0.01,0.7,0.0,0.0
D755,0.387,0.137,0.072,0.076,0.953,0.88,0.256,0.06,0.051,0.062,0.435,0.124,0.058,0.919,0.988,0.992,0.787,0.938,0.015,0.01,0.7,0.0,0.0
D756,0.422,0.242,0.135,0.142,0.996,0.944,0.341,0.104,0.096,0.106,0.453,0.201,0.108,0.978,0.994,0.992,0.77,0.955,0.015,0.01,0.7,0.001,0.001
D757,0.206,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.051,0.746,0.993,0.779,0.956,0.015,0.01,0.7,0.0,0.0
D758,0.225,0.014,0.007,0.007,0.304,0.0,0.0,0.0,0.0,0.001,0.289,0.001,0.005,0.076,0.782,0.993,0.788,0.952,0.015,0.01,0.7,0.0,0.0
D759,0.382,0.118,0.062,0.142,0.991,0.94,0.172,0.051,0.049,0.042,0.426,0.091,0.048,0.849,0.985,0.992,0.751,0.962,0.015,0.01,0.7,0.0,0.001
D76,0.41,0.41,0.248,0.085,0.955,0.8,0.198,0.173,0.14,0.143,0.423,0.301,0.128,0.749,0.984,0.977,0.659,0.884,0.03,0.021,0.7,0.0,0.0
D760,0.412,0.221,0.122,0.113,0.961,0.898,0.292,0.098,0.105,0.084,0.447,0.178,0.106,0.976,0.993,0.994,0.795,0.962,0.015,0.01,0.7,0.001,0.002
D761,0.177,0.032,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.009,0.508,0.975,0.645,0.904,0.015,0.009,0.6,0.0,0.0
D762,0.294,0.046,0.012,0.028,0.869,0.671,0.024,0.007,0.011,0.01,0.359,0.019,0.009,0.349,0.916,0.974,0.649,0.898,0.015,0.009,0.6,0.0,0.0
D763,0.371,0.159,0.071,0.054,0.922,0.817,0.221,0.06,0.048,0.065,0.435,0.129,0.055,0.938,0.99,0.98,0.673,0.914,0.015,0.009,0.6,0.0,0.0
D764,0.413,0.275,0.143,0.118,0.996,0.932,0.351,0.11,0.11,0.101,0.447,0.206,0.119,0.969,0.994,0.981,0.687,0.921,0.015,0.009,0.6,0.0,0.0
D765,0.193,0.045,0.02,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.042,0.693,0.987,0.669,0.942,0.015,0.009,0.6,0.0,0.0
D766,0.281,0.054,0.025,0.025,0.781,0.489,0.016,0.006,0.002,0.009,0.312,0.016,0.003,0.301,0.925,0.985,0.658,0.949,0.015,0.009,0.6,0.0,0.0
D767,0.372,0.172,0.09,0.033,0.949,0.81,0.209,0.06,0.06,0.065,0.432,0.125,0.066,0.89,0.99,0.987,0.678,0.946,0.015,0.009,0.6,0.0,0.0
D768,0.403,0.271,0.151,0.055,0.968,0.888,0.295,0.108,0.088,0.088,0.446,0.183,0.1,0.954,0.993,0.99,0.705,0.957,0.015,0.009,0.6,0.0,0.001
D769,0.427,0.622,0.432,0.018,0.812,0.549,0.168,0.26,0.218,0.161,0.437,0.313,0.209,0.83,0.984,0.982,0.716,0.921,0.03,0.021,0.7,0.0,0.001
D77,0.331,0.644,0.207,0.06,0.836,0.179,0.1,0.161,0.134,0.033,0.314,0.066,0.101,0.296,0.901,0.974,0.593,0.92,0.03,0.021,0.7,0.0,0.0
D770,0.421,0.603,0.425,0.04,0.812,0.522,0.152,0.242,0.212,0.184,0.44,0.358,0.224,0.83,0.987,0.966,0.622,0.893,0.03,0.021,0.7,0.0,0.0
D771,0.454,0.674,0.493,0.079,0.893,0.728,0.16,0.278,0.224,0.179,0.443,0.364,0.179,0.875,0.988,0.986,0.753,0.935,0.03,0.021,0.7,0.002,0.005
D772,0.501,0.81,0.66,0.201,0.928,0.8,0.232,0.343,0.31,0.216,0.457,0.391,0.301,0.925,0.992,0.99,0.783,0.926,0.03,0.021,0.7,0.0,0.0
D773,0.449,0.65,0.471,0.048,0.937,0.791,0.147,0.248,0.197,0.181,0.455,0.379,0.212,0.904,0.991,0.958,0.586,0.877,0.03,0.024,0.8,0.0,0.001
D774,0.44,0.572,0.388,0.073,0.94,0.809,0.117,0.224,0.143,0.197,0.452,0.364,0.164,0.925,0.991,0.965,0.611,0.88,0.03,0.024,0.8,0.0,0.0
D775,0.468,0.693,0.502,0.076,0.94,0.824,0.149,0.263,0.266,0.2,0.454,0.436,0.221,0.925,0.992,0.97,0.63,0.89,0.03,0.024,0.8,0.001,0.002
D776,0.463,0.644,0.467,0.14,0.955,0.797,0.147,0.242,0.236,0.196,0.452,0.394,0.224,0.931,0.991,0.97,0.658,0.883,0.03,0.024,0.8,0.0,0.001
D777,0.363,0.625,0.217,0.03,0.767,0.469,0.065,0.152,0.101,0.109,0.393,0.233,0.11,0.585,0.967,0.958,0.591,0.858,0.03,0.021,0.7,0.0,0.0
D778,0.372,0.664,0.234,0.048,0.77,0.534,0.071,0.176,0.11,0.104,0.398,0.206,0.113,0.642,0.967,0.953,0.588,0.865,0.03,0.021,0.7,0.0,0.0
D779,0.416,0.731,0.313,0.036,0.872,0.755,0.103,0.2,0.155,0.158,0.418,0.301,0.173,0.755,0.982,0.958,0.594,0.872,0.03,0.021,0.7,0.008,0.022
D78,0.336,0.69,0.225,0.057,0.8,0.257,0.11,0.182,0.107,0.036,0.324,0.069,0.099,0.34,0.914,0.967,0.56,0.909,0.03,0.021,0.7,0.0,0.0
D780,0.428,0.706,0.346,0.07,0.913,0.776,0.137,0.233,0.152,0.145,0.425,0.287,0.146,0.785,0.984,0.977,0.678,0.897,0.03,0.021,0.7,0.0,0.0
D781,0.44,0.784,0.402,0.065,0.952,0.722,0.122,0.242,0.212,0.134,0.427,0.26,0.149,0.821,0.986,0.977,0.658,0.905,0.03,0.024,0.8,0.002,0.006
D782,0.466,0.827,0.549,0.138,0.97,0.806,0.162,0.281,0.251,0.167,0.432,0.296,0.191,0.815,0.988,0.977,0.647,0.906,0.03,0.024,0.8,0.0,0.0
D783,0.477,0.867,0.582,0.13,0.949,0.848,0.177,0.293,0.248,0.175,0.443,0.352,0.23,0.881,0.991,0.971,0.617,0.894,0.03,0.024,0.8,0.0,0.0
D784,0.477,0.849,0.495,0.078,0.97,0.845,0.155,0.275,0.287,0.201,0.446,0.394,0.191,0.86,0.99,0.982,0.686,0.926,0.03,0.024,0.8,0.001,0.002
D785,0.442,0.56,0.361,0.005,0.815,0.364,0.127,0.236,0.182,0.196,0.475,0.412,0.212,0.991,0.991,0.993,0.897,0.952,0.06,0.051,0.85,0.0,0.0
D786,0.45,0.614,0.411,0.007,0.791,0.451,0.154,0.242,0.215,0.194,0.473,0.412,0.173,0.994,0.991,0.992,0.877,0.95,0.06,0.051,0.85,0.001,0.002
D787,0.486,0.668,0.464,0.019,0.958,0.585,0.167,0.287,0.251,0.23,0.477,0.472,0.248,1.0,0.992,0.996,0.929,0.975,0.06,0.051,0.85,0.002,0.005
D788,0.479,0.637,0.423,0.022,0.976,0.764,0.14,0.26,0.263,0.199,0.475,0.394,0.203,1.0,0.992,0.993,0.889,0.946,0.06,0.051,0.85,0.0,0.0
D789,0.458,0.569,0.363,0.013,0.955,0.654,0.107,0.224,0.158,0.199,0.474,0.391,0.23,1.0,0.992,0.992,0.859,0.941,0.06,0.051,0.85,0.001,0.001
D79,0.37,0.657,0.248,0.108,0.893,0.663,0.13,0.173,0.116,0.07,0.349,0.143,0.128,0.448,0.947,0.964,0.55,0.895,0.03,0.018,0.6,0.001,0.001
D790,0.458,0.557,0.347,0.01,0.943,0.701,0.112,0.206,0.203,0.204,0.477,0.412,0.203,1.0,0.992,0.989,0.833,0.933,0.06,0.051,0.85,0.0,0.0
D791,0.47,0.644,0.43,0.016,0.919,0.696,0.135,0.266,0.224,0.191,0.474,0.367,0.209,1.0,0.992,0.993,0.878,0.943,0.06,0.051,0.85,0.001,0.001
D792,0.481,0.701,0.488,0.018,0.961,0.758,0.162,0.26,0.233,0.203,0.476,0.403,0.185,1.0,0.992,0.991,0.858,0.939,0.06,0.051,0.85,0.001,0.002
D793,0.409,0.641,0.216,0.011,0.782,0.475,0.06,0.164,0.119,0.131,0.454,0.272,0.152,0.901,0.977,0.987,0.817,0.929,0.06,0.048,0.8,0.001,0.003
D794,0.41,0.662,0.214,0.009,0.773,0.421,0.06,0.152,0.14,0.13,0.455,0.26,0.137,0.901,0.979,0.993,0.882,0.944,0.06,0.048,0.8,0.0,0.0
D795,0.425,0.678,0.235,0.009,0.904,0.588,0.074,0.176,0.134,0.139,0.459,0.272,0.113,0.973,0.983,0.986,0.792,0.936,0.06,0.048,0.8,0.0,0.0
D796,0.449,0.761,0.304,0.005,0.884,0.591,0.087,0.233,0.197,0.179,0.459,0.328,0.206,0.961,0.985,0.991,0.845,0.934,0.06,0.048,0.8,0.007,0.019
D797,0.472,0.767,0.402,0.016,0.964,0.663,0.114,0.269,0.209,0.172,0.47,0.337,0.176,0.997,0.991,0.994,0.933,0.953,0.06,0.051,0.85,0.001,0.001
D798,0.475,0.792,0.394,0.033,0.973,0.743,0.119,0.263,0.179,0.182,0.472,0.355,0.128,0.997,0.991,0.996,0.928,0.94,0.06,0.051,0.85,0.0,0.0
D799,0.49,0.824,0.503,0.029,0.955,0.693,0.161,0.304,0.23,0.188,0.473,0.361,0.203,0.994,0.991,0.996,0.937,0.968,0.06,0.051,0.85,0.0,0.0
D8,0.445,0.671,0.437,0.067,0.97,0.818,0.131,0.242,0.182,0.179,0.442,0.325,0.137,0.857,0.989,0.968,0.625,0.899,0.03,0.024,0.8,0.001,0.003
D80,0.429,0.793,0.389,0.105,0.899,0.746,0.191,0.26,0.215,0.104,0.392,0.209,0.185,0.687,0.974,0.978,0.628,0.929,0.03,0.021,0.7,0.003,0.008
D800,0.485,0.791,0.444,0.015,0.961,0.693,0.138,0.254,0.2,0.215,0.477,0.415,0.212,1.0,0.993,0.996,0.936,0.965,0.06,0.051,0.85,0.004,0.011
D801,0.326,0.277,0.158,0.009,0.633,0.278,0.063,0.104,0.066,0.087,0.388,0.182,0.063,0.579,0.945,0.977,0.697,0.904,0.03,0.021,0.7,0.0,0.001
D802,0.331,0.279,0.159,0.021,0.63,0.376,0.065,0.116,0.06,0.103,0.392,0.212,0.075,0.615,0.954,0.965,0.623,0.89,0.03,0.021,0.7,0.0,0.0
D803,0.397,0.386,0.234,0.073,0.893,0.734,0.11,0.155,0.113,0.116,0.416,0.245,0.116,0.734,0.979,0.985,0.747,0.934,0.03,0.021,0.7,0.002,0.005
D804,0.447,0.552,0.37,0.154,0.928,0.794,0.201,0.224,0.239,0.158,0.439,0.299,0.203,0.869,0.988,0.987,0.758,0.91,0.03,0.021,0.7,0.0,0.0
D805,0.359,0.287,0.163,0.035,0.74,0.57,0.068,0.113,0.093,0.11,0.415,0.227,0.099,0.701,0.975,0.965,0.586,0.9,0.03,0.024,0.8,0.0,0.001
D806,0.348,0.246,0.137,0.065,0.749,0.552,0.054,0.087,0.051,0.087,0.406,0.179,0.051,0.678,0.971,0.971,0.616,0.902,0.03,0.024,0.8,0.0,0.0
D807,0.4,0.388,0.235,0.077,0.904,0.701,0.116,0.149,0.122,0.137,0.427,0.251,0.137,0.803,0.983,0.975,0.644,0.883,0.03,0.024,0.8,0.001,0.002
D808,0.405,0.387,0.236,0.115,0.925,0.788,0.12,0.179,0.113,0.124,0.428,0.227,0.113,0.806,0.984,0.974,0.637,0.888,0.03,0.024,0.8,0.0,0.001
D809,0.281,0.353,0.069,0.016,0.663,0.137,0.012,0.027,0.015,0.043,0.33,0.096,0.018,0.358,0.885,0.959,0.596,0.859,0.03,0.021,0.7,0.0,0.0
D81,0.274,0.114,0.052,0.001,0.215,0.009,0.0,0.003,0.0,0.024,0.395,0.042,0.0,0.54,0.84,0.991,0.874,0.957,0.06,0.051,0.85,0.002,0.006
D810,0.29,0.38,0.075,0.025,0.666,0.242,0.019,0.042,0.021,0.043,0.335,0.096,0.03,0.361,0.893,0.955,0.588,0.867,0.03,0.021,0.7,0.0,0.0
D811,0.366,0.489,0.15,0.036,0.815,0.66,0.089,0.093,0.069,0.109,0.397,0.212,0.084,0.654,0.975,0.963,0.613,0.873,0.03,0.021,0.7,0.008,0.022
D812,0.386,0.481,0.185,0.087,0.925,0.722,0.129,0.113,0.096,0.119,0.4,0.227,0.084,0.642,0.971,0.979,0.68,0.89,0.03,0.021,0.7,0.0,0.0
D813,0.354,0.508,0.184,0.039,0.863,0.352,0.069,0.128,0.128,0.061,0.382,0.113,0.06,0.603,0.964,0.973,0.607,0.882,0.03,0.024,0.8,0.002,0.006
D814,0.385,0.575,0.272,0.079,0.925,0.534,0.103,0.167,0.164,0.076,0.393,0.149,0.072,0.615,0.97,0.975,0.634,0.903,0.03,0.024,0.8,0.0,0.0
D815,0.423,0.656,0.332,0.104,0.937,0.758,0.145,0.206,0.191,0.103,0.411,0.212,0.131,0.788,0.984,0.975,0.631,0.897,0.03,0.024,0.8,0.0,0.0
D816,0.425,0.667,0.316,0.061,0.913,0.764,0.14,0.2,0.158,0.134,0.424,0.272,0.107,0.812,0.986,0.977,0.646,0.915,0.03,0.024,0.8,0.001,0.002
D817,0.352,0.244,0.132,0.001,0.582,0.11,0.034,0.09,0.084,0.106,0.453,0.194,0.066,0.973,0.974,0.987,0.832,0.933,0.06,0.051,0.85,0.0,0.0
D818,0.363,0.29,0.164,0.003,0.603,0.176,0.071,0.122,0.081,0.119,0.453,0.218,0.057,0.964,0.974,0.987,0.816,0.935,0.06,0.051,0.85,0.001,0.002
D819,0.419,0.385,0.226,0.023,0.958,0.475,0.117,0.149,0.131,0.155,0.462,0.322,0.128,0.991,0.984,0.987,0.826,0.929,0.06,0.051,0.85,0.002,0.005
D82,0.356,0.139,0.068,0.023,0.818,0.561,0.031,0.024,0.018,0.039,0.408,0.081,0.033,0.842,0.926,0.995,0.907,0.957,0.06,0.051,0.85,0.0,0.001
D820,0.421,0.393,0.226,0.016,0.928,0.722,0.104,0.155,0.134,0.128,0.461,0.263,0.093,0.997,0.984,0.983,0.798,0.922,0.06,0.051,0.85,0.0,0.0
D821,0.38,0.237,0.125,0.01,0.764,0.409,0.044,0.084,0.057,0.115,0.457,0.221,0.107,0.988,0.984,0.991,0.858,0.938,0.06,0.051,0.85,0.001,0.001
D822,0.386,0.251,0.133,0.009,0.791,0.496,0.051,0.09,0.06,0.115,0.46,0.224,0.116,0.997,0.984,0.989,0.825,0.938,0.06,0.051,0.85,0.0,0.0
D823,0.41,0.354,0.199,0.019,0.872,0.6,0.089,0.137,0.101,0.151,0.463,0.269,0.087,0.988,0.988,0.989,0.818,0.936,0.06,0.051,0.85,0.001,0.001
D824,0.438,0.444,0.265,0.029,0.949,0.731,0.138,0.179,0.158,0.152,0.465,0.281,0.131,0.994,0.989,0.989,0.832,0.937,0.06,0.051,0.85,0.001,0.002
D825,0.329,0.359,0.068,0.006,0.693,0.03,0.006,0.036,0.021,0.069,0.418,0.137,0.045,0.806,0.922,0.987,0.805,0.93,0.06,0.048,0.8,0.001,0.003
D826,0.346,0.385,0.074,0.005,0.69,0.167,0.015,0.039,0.033,0.085,0.426,0.161,0.06,0.794,0.94,0.993,0.89,0.946,0.06,0.048,0.8,0.0,0.0
D827,0.383,0.42,0.107,0.009,0.922,0.504,0.05,0.075,0.042,0.096,0.443,0.179,0.069,0.937,0.973,0.985,0.77,0.93,0.06,0.048,0.8,0.0,0.0
D828,0.417,0.542,0.165,0.005,0.907,0.579,0.075,0.122,0.063,0.148,0.452,0.284,0.131,0.964,0.982,0.993,0.873,0.943,0.06,0.048,0.8,0.007,0.019
D829,0.408,0.511,0.206,0.009,0.919,0.379,0.063,0.14,0.116,0.099,0.451,0.2,0.06,0.961,0.979,0.996,0.956,0.968,0.06,0.051,0.85,0.001,0.001
D83,0.374,0.233,0.111,0.025,0.973,0.361,0.091,0.06,0.048,0.063,0.433,0.134,0.036,0.934,0.955,0.991,0.877,0.938,0.06,0.051,0.85,0.0,0.0
D830,0.42,0.546,0.203,0.028,0.949,0.543,0.066,0.152,0.116,0.097,0.453,0.188,0.063,0.967,0.981,0.997,0.974,0.959,0.06,0.051,0.85,0.0,0.0
D831,0.45,0.618,0.303,0.025,0.955,0.681,0.123,0.194,0.173,0.128,0.459,0.242,0.146,0.985,0.985,0.997,0.95,0.975,0.06,0.051,0.85,0.0,0.0
D832,0.451,0.611,0.295,0.015,0.946,0.663,0.113,0.203,0.116,0.16,0.466,0.319,0.122,0.994,0.988,0.997,0.956,0.971,0.06,0.051,0.85,0.004,0.011
D833,0.214,0.085,0.044,0.0,0.045,0.006,0.005,0.006,0.003,0.012,0.281,0.018,0.003,0.116,0.743,0.974,0.732,0.892,0.03,0.021,0.7,0.0,0.001
D834,0.229,0.099,0.051,0.004,0.385,0.003,0.01,0.015,0.003,0.018,0.293,0.042,0.009,0.185,0.783,0.95,0.577,0.866,0.03,0.021,0.7,0.0,0.0
D835,0.353,0.223,0.122,0.073,0.845,0.699,0.116,0.09,0.093,0.07,0.387,0.146,0.072,0.537,0.964,0.978,0.691,0.907,0.03,0.021,0.7,0.002,0.005
D836,0.404,0.372,0.221,0.182,0.928,0.794,0.235,0.131,0.122,0.112,0.414,0.212,0.14,0.681,0.98,0.979,0.715,0.909,0.03,0.021,0.7,0.0,0.0
D837,0.219,0.086,0.044,0.006,0.048,0.033,0.0,0.003,0.0,0.013,0.312,0.021,0.0,0.26,0.857,0.961,0.523,0.908,0.03,0.021,0.7,0.0,0.001
D838,0.234,0.078,0.04,0.03,0.346,0.0,0.007,0.012,0.006,0.013,0.31,0.021,0.003,0.248,0.882,0.966,0.535,0.908,0.03,0.021,0.7,0.0,0.0
D839,0.353,0.212,0.117,0.111,0.907,0.701,0.122,0.084,0.066,0.079,0.393,0.14,0.096,0.6,0.972,0.966,0.533,0.92,0.03,0.021,0.7,0.001,0.002
D84,0.409,0.307,0.158,0.041,0.961,0.579,0.13,0.11,0.084,0.096,0.444,0.2,0.134,0.952,0.975,0.994,0.896,0.961,0.06,0.051,0.85,0.001,0.003
D840,0.369,0.262,0.148,0.139,0.919,0.773,0.16,0.119,0.081,0.087,0.402,0.17,0.099,0.687,0.977,0.961,0.491,0.901,0.03,0.021,0.7,0.0,0.001
D841,0.201,0.136,0.018,0.002,0.346,0.0,0.0,0.0,0.0,0.001,0.22,0.0,0.0,0.078,0.607,0.95,0.565,0.845,0.03,0.018,0.6,0.0,0.0
D842,0.207,0.148,0.022,0.002,0.313,0.0,0.002,0.003,0.009,0.003,0.229,0.006,0.003,0.087,0.705,0.951,0.571,0.859,0.03,0.018,0.6,0.0,0.0
D843,0.337,0.275,0.09,0.052,0.815,0.636,0.129,0.06,0.075,0.078,0.38,0.14,0.063,0.546,0.97,0.957,0.597,0.87,0.03,0.018,0.6,0.008,0.022
D844,0.357,0.288,0.122,0.11,0.919,0.707,0.195,0.084,0.075,0.088,0.386,0.17,0.069,0.54,0.965,0.968,0.643,0.869,0.03,0.018,0.6,0.0,0.0
D845,0.248,0.217,0.065,0.012,0.618,0.0,0.011,0.036,0.015,0.007,0.276,0.009,0.009,0.197,0.848,0.96,0.519,0.904,0.03,0.021,0.7,0.002,0.006
D846,0.281,0.272,0.102,0.029,0.77,0.227,0.037,0.057,0.048,0.016,0.289,0.024,0.012,0.227,0.87,0.966,0.554,0.921,0.03,0.021,0.7,0.0,0.0
D847,0.359,0.387,0.167,0.127,0.919,0.666,0.114,0.125,0.069,0.067,0.369,0.122,0.099,0.496,0.967,0.967,0.558,0.921,0.03,0.021,0.7,0.0,0.0
D848,0.385,0.444,0.201,0.085,0.904,0.749,0.151,0.14,0.134,0.103,0.4,0.209,0.101,0.678,0.98,0.971,0.548,0.92,0.03,0.021,0.7,0.001,0.002
D849,0.251,0.075,0.037,0.0,0.012,0.0,0.0,0.0,0.0,0.006,0.384,0.009,0.0,0.561,0.804,0.985,0.82,0.929,0.06,0.048,0.8,0.0,0.0
D85,0.276,0.089,0.043,0.002,0.045,0.0,0.0,0.0,0.0,0.019,0.41,0.039,0.006,0.83,0.917,0.991,0.83,0.943,0.06,0.048,0.8,0.002,0.006
D850,0.284,0.104,0.053,0.001,0.409,0.0,0.016,0.021,0.003,0.025,0.396,0.048,0.009,0.645,0.843,0.988,0.863,0.922,0.06,0.048,0.8,0.001,0.002
D851,0.384,0.217,0.117,0.025,0.946,0.454,0.13,0.078,0.099,0.084,0.437,0.17,0.066,0.952,0.962,0.99,0.876,0.934,0.06,0.048,0.8,0.002,0.005
D852,0.396,0.261,0.139,0.017,0.928,0.693,0.131,0.099,0.107,0.082,0.445,0.164,0.096,0.964,0.969,0.982,0.806,0.92,0.06,0.048,0.8,0.0,0.0
D853,0.267,0.07,0.034,0.002,0.036,0.0,0.0,0.003,0.0,0.021,0.401,0.033,0.0,0.728,0.905,0.989,0.807,0.941,0.06,0.048,0.8,0.001,0.001
D854,0.315,0.093,0.046,0.011,0.573,0.227,0.016,0.012,0.006,0.022,0.408,0.045,0.033,0.86,0.933,0.988,0.801,0.94,0.06,0.048,0.8,0.0,0.0
D855,0.372,0.198,0.103,0.032,0.872,0.585,0.094,0.081,0.072,0.058,0.434,0.104,0.048,0.934,0.967,0.987,0.761,0.933,0.06,0.048,0.8,0.001,0.001
D856,0.402,0.298,0.165,0.036,0.91,0.716,0.165,0.101,0.09,0.094,0.443,0.176,0.072,0.97,0.976,0.988,0.801,0.941,0.06,0.048,0.8,0.001,0.002
D857,0.241,0.136,0.018,0.0,0.307,0.0,0.0,0.0,0.0,0.001,0.331,0.0,0.0,0.304,0.649,0.985,0.782,0.921,0.06,0.045,0.75,0.001,0.003
D858,0.288,0.164,0.028,0.004,0.549,0.081,0.01,0.012,0.009,0.018,0.36,0.033,0.018,0.54,0.877,0.991,0.851,0.935,0.06,0.045,0.75,0.0,0.0
D859,0.35,0.215,0.062,0.008,0.824,0.46,0.068,0.048,0.048,0.049,0.428,0.099,0.03,0.899,0.961,0.981,0.749,0.921,0.06,0.045,0.75,0.0,0.0
D86,0.299,0.1,0.049,0.01,0.424,0.0,0.002,0.009,0.0,0.03,0.413,0.054,0.006,0.848,0.932,0.992,0.855,0.939,0.06,0.048,0.8,0.001,0.002
D860,0.387,0.341,0.115,0.006,0.904,0.504,0.105,0.093,0.081,0.096,0.441,0.185,0.078,0.955,0.977,0.99,0.84,0.928,0.06,0.045,0.75,0.007,0.019
D861,0.311,0.23,0.076,0.003,0.773,0.0,0.011,0.021,0.012,0.016,0.386,0.03,0.018,0.63,0.893,0.992,0.875,0.962,0.06,0.048,0.8,0.001,0.001
D862,0.341,0.263,0.081,0.02,0.803,0.319,0.021,0.039,0.033,0.027,0.388,0.045,0.024,0.699,0.907,0.997,0.954,0.967,0.06,0.048,0.8,0.0,0.0
D863,0.401,0.365,0.158,0.028,0.928,0.639,0.09,0.11,0.075,0.058,0.427,0.122,0.096,0.934,0.964,0.997,0.945,0.972,0.06,0.048,0.8,0.0,0.0
D864,0.41,0.408,0.184,0.017,0.893,0.606,0.097,0.128,0.101,0.109,0.441,0.215,0.122,0.937,0.976,0.997,0.947,0.97,0.06,0.045,0.75,0.004,0.011
D865,0.177,0.022,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.155,0.0,0.0,0.006,0.502,0.969,0.704,0.876,0.03,0.018,0.6,0.0,0.001
D866,0.211,0.039,0.02,0.001,0.379,0.048,0.011,0.009,0.0,0.007,0.195,0.018,0.006,0.09,0.669,0.975,0.75,0.873,0.03,0.015,0.5,0.0,0.0
D867,0.34,0.172,0.091,0.111,0.845,0.699,0.184,0.075,0.069,0.063,0.379,0.122,0.066,0.493,0.958,0.976,0.753,0.879,0.03,0.015,0.5,0.002,0.005
D868,0.388,0.302,0.172,0.215,0.928,0.794,0.33,0.119,0.119,0.106,0.409,0.2,0.104,0.648,0.978,0.972,0.724,0.864,0.03,0.015,0.5,0.0,0.0
D869,0.167,0.022,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.185,0.0,0.0,0.018,0.75,0.938,0.42,0.883,0.03,0.012,0.4,0.0,0.001
D87,0.373,0.183,0.093,0.019,0.878,0.585,0.067,0.054,0.048,0.075,0.435,0.149,0.063,0.949,0.97,0.987,0.757,0.928,0.06,0.051,0.85,0.0,0.001
D870,0.19,0.025,0.012,0.013,0.334,0.003,0.008,0.003,0.0,0.007,0.186,0.009,0.003,0.084,0.8,0.941,0.429,0.886,0.03,0.012,0.4,0.0,0.0
D871,0.328,0.154,0.083,0.161,0.907,0.701,0.208,0.063,0.075,0.072,0.381,0.122,0.081,0.513,0.968,0.948,0.429,0.899,0.03,0.012,0.4,0.001,0.002
D872,0.354,0.23,0.127,0.199,0.919,0.773,0.274,0.104,0.101,0.087,0.397,0.164,0.087,0.669,0.976,0.941,0.415,0.889,0.03,0.012,0.4,0.0,0.001
D873,0.146,0.041,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.119,0.0,0.0,0.009,0.505,0.918,0.478,0.806,0.03,0.009,0.3,0.0,0.0
D874,0.162,0.047,0.008,0.0,0.024,0.0,0.002,0.003,0.0,0.003,0.125,0.006,0.003,0.048,0.634,0.918,0.474,0.821,0.03,0.012,0.4,0.0,0.0
D875,0.314,0.171,0.073,0.072,0.815,0.579,0.22,0.06,0.057,0.076,0.375,0.14,0.066,0.522,0.969,0.924,0.502,0.826,0.03,0.012,0.4,0.008,0.022
D876,0.335,0.206,0.102,0.144,0.919,0.707,0.326,0.081,0.063,0.085,0.383,0.164,0.069,0.516,0.964,0.943,0.532,0.83,0.03,0.009,0.3,0.0,0.0
D877,0.168,0.068,0.019,0.001,0.012,0.0,0.0,0.0,0.0,0.004,0.16,0.0,0.012,0.018,0.75,0.928,0.397,0.872,0.03,0.012,0.4,0.002,0.006
D878,0.202,0.099,0.035,0.011,0.525,0.0,0.021,0.009,0.006,0.013,0.177,0.015,0.015,0.084,0.795,0.928,0.403,0.877,0.03,0.012,0.4,0.0,0.0
